participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim,irrelevant_dim,feet_high,color_low,color_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response
179,"['Its red color', 'Its green color made it less fertile than red reptiles', 'I am not sure. Maybe it just had bad luck, or the first red reptile was a fluke.', 'Green reptiles are less fertile on average', 'Red reptiles are more fertile on average', 'This reptile is green and its fertility is average', 'I am not sure. The rules seem to not hold for which reptiles are more fertile now.', 'Green reptiles tend to have average fertility at best', 'This reptile has high fertility for a green reptile', ""This reptile has low fertility for a red reptile. I don't think there are consistent rules anymore."", 'I think fertility is random now and not based on color.', 'This is another green reptile with average fertility, but other green reptiles have broken this ""rule.""', 'This reptile is an example of red reptiles with high fertility.', 'Green reptiles tend to have average fertility, but not always', 'This red reptile has decent fertility', 'This green reptile has high fertility and breaks the average ""rule.""']",[],"[10.0, 6.0, 4.0, 1.0, 7.0, 6.0, 1.0, 5.0, 8.0, 3.0, 9.0, 4.0, 10.0, 5.0, 6.0, 7.0]",261.9137,"['G_F', 'G_C', 'Y_C', 'Y_F']","[6.0, 5.0, 8.0, 8.0]","['high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['high', 'low', 'low', 'high']",179,"['Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_C', 'Y_C', 'G_F', 'G_F', 'Y_C', 'Y_F', 'G_C', 'Y_F', 'G_C', 'Y_C', 'G_F']",1,feet,color,F,G,Y,C,No,,,Yes, Red,2.0
054,"[""it's orange coat is attractive to mates"", 'The spiky claws make it a less desirable mate', 'Green reptiles are less successful finding mates\xa0', 'Green reptiles with claws are the least desirable for mating\xa0', 'Red lizards without claws have higher fertility scores', 'green with claws', 'green', ""I think the claws are directly tied to it's fertility\xa0"", ""This reptile does not have claws so it's fertility score is higher"", ""The claws lower the it's fertility\xa0"", 'I am no idea why this has a high score. It is green and has claws.\xa0', 'This reptile also has no claws and is red and has a low score so I am not sure why it has a low score.\xa0', 'Red is more fertile than green', 'I am honestly lost now, cause claws and green should be the lowest based on previous data', ""It's green"", ""it's red""]",[],"[6.0, 4.0, 4.0, 1.0, 7.0, 6.0, 5.0, 1.0, 7.0, 5.0, 9.0, 1.0, 6.0, 10.0, 7.0, 1.0]",385.0424,"['G_F', 'Y_C', 'G_C', 'Y_F']","[7.0, 5.0, 6.0, 4.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y']","['high', 'low', 'high', 'low']",54,"['Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F']",1,color,feet,C,Y,G,F,Yes,Curly/Pointy,2.0,Yes,Green,3.0
167,"[""This reptile received this fertility score due to it's lighter green spots and 3 toes per foot"", 'Due to the shape of its toes', 'Because of its red coloration', 'Due to its sharp toe shape', 'Due to its sharp toe shape', 'Due to its green coloration and sharp toe shape', 'Because of its green coloration and rounded toe shape', 'Because of its rounded toe shape which seems to lower fertility', 'I am unsure, it seemed that red coloration and sharp toes were related to high fertility', 'Due to its red color', 'Green colored reptiles seem to have lower fertility', 'Maybe because its stomach is the same color as the rest of its body', 'Due to its lighter colored toes', 'Possibly because of its multiple color tones', 'Because of its lighter colored face compared to its body', 'Because of how similar all tones of green are on its body']",[],"[8.0, 4.0, 9.0, 6.0, 5.0, 2.0, 6.0, 4.0, 2.0, 8.0, 4.0, 7.0, 2.0, 10.0, 2.0, 5.0]",919.249,"['G_C', 'G_F', 'Y_F', 'Y_C']","[6.0, 5.0, 8.0, 9.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']","['G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G']","['low', 'high', 'high', 'low']",167,"['G_F', 'G_C', 'Y_F', 'Y_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_F']",1,feet,color,F,G,Y,C,No,,,No,,
027,"['It seems like a very standard frog. Likely easy prey.', ""The frog would likely be easily captured by birds, which is why its offspring doesn't live long.\xa0"", ""This frog has a form of venom beneath the skin that numbs the tongue, but it isn't formed until adulthood."", 'With the Autumn season starting, this frog is allowed to have more offspring, leading to better outcomes in terms of fertility.\xa0', 'In Autumn, the animal that tends to attack this form of frog is in hibernation. This results in higher offspring survivability and increased fertility.', 'As Winter starts, the frog is more likely to die due to frigid temps. The offspring dies much quicker, leading to lower fertility.', 'Spring starts and since this frog is best fitted for warm weather, it able to have more babies. The poison embedded within the skin, assists in keeping predators away from tadpoles.\xa0', 'Increased temps allow for more offspring. More visibility in the warm seasons allows for the frog to see predators and hide offspring more accurately.', 'With no protection in colder temps, this frog dies more quickly, this includes offspring.', 'This frog is smaller than most frogs, which leads to it being easy to capture for small birds.', 'This is a larger form of Red Tree Frog. Increased size makes it less appealing to predators.\xa0', 'This frog attempts to eat from the same food source as a superior form of frog, leading to death by starvation and less offspring.\xa0', 'Frog cannot sustain life due to foresting and a change of habitat.\xa0', 'This frog is a larger green tree frog that can eat most animals within its habitat.', 'This Frog is a hybrid of the Red Tree Frog and the Large Red Tree Frog. This allows for this medium sized frog to live longer due to less predators.', 'This Frog is at the top of the food chain in the animal system it is within. This makes it the most likely to have successful birth and for the babies to be successful.']","['I was a bit confused. We were supposed to come up the reasoning for the fertility levels, but it was so hard.']","[5.0, 4.0, 4.0, 6.0, 7.0, 4.0, 10.0, 8.0, 5.0, 4.0, 6.0, 2.0, 4.0, 8.0, 7.0, 10.0]",1251.8139,"['G_F', 'G_C', 'Y_F', 'Y_C']","[4.0, 8.0, 7.0, 6.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['G', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['high', 'low', 'high', 'low']",27,"['G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_F', 'Y_C', 'Y_F', 'G_C', 'Y_C', 'G_C', 'Y_F', 'G_F']",1,feet,color,F,Y,G,C,No,,,Yes, Red,5.0
092,"['On the reptile was brightly colored and had a smiling face', 'The reptile was the same color as the foliage so harder to spot than therefore a lower score', 'The reptile is brightly colored and therefore easily to spot by others', 'This reptile is the same color as the foliage and therefore has a hard time being found', 'This reptile is easier to spot and therefore predators have an easier time finding it and eating it', 'Well, this reptile is easier to find by its mates', ""Okay now I'm getting bored because it's just the same picture in a random number over and over again"", ""It's just the same picture and a random number. What am I supposed to be deciding"", 'I am super bored now and just waiting for this survey to end', ""I really think that the green one is cuter and so if it were me that's the one that I would mate with"", ""Score of 10. That's amazing. It must be because it's sitting on that brown log"", 'Seriously when is this going to be over', ""I am so bored. I'm drinking bleach"", 'Nope']",[],"[6.0, 4.0, 9.0, 1.0, 5.0, 7.0, 5.0, 2.0, 2.0, 9.0, 10.0, 3.0, 4.0, 3.0, 6.0, 1.0]",326.1596,"['G_F', 'Y_F', 'Y_C', 'G_C']","[4.0, 6.0, 6.0, 7.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['low', 'high', 'high', 'low']",92,"['Y_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C']",1,color,feet,F,G,Y,C,No,,,No,,
169,"['It looks healthy and happy, no visible signs of illness or discoloring.', 'An 8 seems like a good score to me, again the reptile looks happy and healthy.', 'Perhaps the reptile has been in hotter temperatures than it is in usually but has otherwise been fine', 'They might be a bit larger and more capable of having more babies and perhaps their coloring is more attractive to potential mates.', ""I don't know why they received this score but perhaps it's due to their coloring or their age"", 'Perhaps they have been in a decently sized breeding group', 'They seem to have well shaped feet with good ""grip"" perhaps this is a signifier of fertility and wellbeing and their spots are fairly well defined', 'Good size, well shaped feet,clearly defined pattern of spots.', 'perhaps theyre getting older, rounded toes, lighter pattern, posture possibly lower to the ground.', 'Maybe not as many males around or they had babies close to when the tracking started for the year so they needed more down time.', 'spots/pattern are faded, toes are rounded, possibly advanced age or illness, perhaps environmental stress, perhaps size is also a factor.', 'overall physique looks fit, again the feet look good, tail looks sharp and pointy, spots/pattern is well defined, they look bright and not dull.', 'Smaller size, smaller feet, perhaps theyre still younger or they stored sperm from a previous season or something', 'Big size so better capacity? well shaped, healthy feet and pattern.', 'They look like theyre in good health, maybe also good conditions for having babies like low stress or good food.', ""Maybe stressful area, muted pattern, feet dont look sharp, honestly I'm quite unsure.""]","[""Maybe I overthought the scenario, this was very interesting to complete. I'm curious about how soon most participants noticed the fertility patterns or how long it took.""]","[10.0, 8.0, 5.0, 6.0, 6.0, 6.0, 10.0, 9.0, 2.0, 5.0, 1.0, 9.0, 5.0, 7.0, 7.0, 5.0]",1073.6274,"['Y_F', 'G_C', 'G_F', 'Y_C']","[5.0, 8.0, 3.0, 9.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'Y', 'Y']","['low', 'high', 'low', 'high']",169,"['G_C', 'G_F', 'Y_C', 'Y_F', 'Y_F', 'G_F', 'G_C', 'Y_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'G_F', 'G_C', 'Y_C', 'Y_F']",1,feet,color,C,Y,G,F,Yes,Curly/Pointy,6.0,No,,
059,"['Middle of the ground', 'Less than half', 'Less babies', 'No idea', 'More babies', 'Happier', 'No idea', 'Red', 'Happy', 'Red', 'More babies', 'Less babies', 'Happy', 'No idea', 'Less babies']",[],"[9.0, 6.0, 4.0, 1.0, 8.0, 6.0, 9.0, 5.0, 6.0, 6.0, 5.0, 7.0, 5.0, 7.0, 6.0, 5.0]",441.1644,"['G_C', 'Y_F', 'Y_C', 'G_F']","[8.0, 5.0, 7.0, 6.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['low', 'high', 'low', 'high']",59,"['G_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'G_F', 'Y_F', 'G_C']",1,feet,color,F,Y,G,C,Yes,Curly/Pointy,3.0,No,,
020,"['This reptile wasn’t as fertile in this breeding season because his physical characteristics are very average and may not match up with what is most desirable for breeding among female reptiles.', 'This reptile is considered very fertile during this specific breeding season because of a concept in evolution where those with more “flashy” features (Like bright colors) though would be considered a liability actually shows to potential mates that they are strong enough to essentially have a disadvantage and still be strong enough to survive.', 'This reptile has relatively average fertility success in this particular breeding season because the physical characteristics are common features within the species population.', 'Just like I mentioned with the previous reptile with a fertility of 8. This reptile has the debilitating physical feature of a bright skin color because they are considered strong enough to have a relatively harmful trait that make them more susceptible to being hunted.', 'This reptile had relatively low fertility rate during this specific breeding season because the features are relatively average like the other two and this specific population has favored the rare traits rather then the common traits.', 'This reptile has had a good fertility breeding season this time around because rarer, more exotic traits are being favored and seen as a sign of strength, these bright colors are more likely to attract a female mate.', 'This specific reptile has had a bad fertility in this specific breeding season because the physical features presented on the reptile wasn’t flashy enough to attract a female mate.', 'This reptile, like a lot of the bright orange reptiles, are having a great fertility breeding season because they are seen as having more favorable traits that will not only help the offspring survive and reproduce but also so a physical symbol of strength and superiority (bright skin color).', 'This reptile has an average fertility breeding season because there is more demand then supply and I think this reptile is fully capable of attracting a mate but finds it harder since there are probably less females then males.', 'Like a lot of the green reptiles, they are seen as having less traits that indicate they are better suited for survival.', 'This is relatively expected considering green reptiles have not been successful with mating compared with bright orange reptiles.', 'This is on trend with the bright orange reptiles since they have had overall better chance of mating with female reptiles.', 'This reptile has been deemed to have relatively unfavorable traits and thus has caused them to have less of a chance to mate with females.', 'Bright orange reptiles have been deemed to have more favorable traits that make them more likely to survive thus they reproduce more and have more mates.', 'This green reptile has relatively good fertility outcome compared to reptiles matching this reptiles physical characteristics.', 'The bright orange reptiles have been having a better breeding season on average so this checks out.']",[],"[3.0, 8.0, 6.0, 9.0, 4.0, 7.0, 1.0, 9.0, 5.0, 4.0, 1.0, 9.0, 3.0, 9.0, 6.0, 8.0]",1122.435,"['G_C', 'Y_F', 'G_F', 'Y_C']","[4.0, 9.0, 2.0, 7.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'high', 'low', 'high']",20,"['G_C', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F']",1,color,feet,C,G,Y,F,No,,,Yes, Red,5.0
205,"['Because it is small', 'Because that’s how much it can fertile', 'Because that’s how much it can fertile', 'Probably the temperature\xa0', 'Temperature of egg', 'Because it is red', 'Because it is green\xa0', 'Because of the gender', 'Because of the gender', 'Because of the temperature\xa0', 'Because of the temperature\xa0', 'Because of the temperature\xa0', 'Idkkkkk', 'Because of the temperature\xa0', 'Because of the temperature\xa0', 'Because of the temperature\xa0']",[],"[6.0, 2.0, 10.0, 3.0, 7.0, 7.0, 1.0, 9.0, 5.0, 3.0, 6.0, 9.0, 9.0, 6.0, 1.0, 2.0]",309.025,"['Y_F', 'Y_C', 'G_F', 'G_C']","[7.0, 9.0, 4.0, 1.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G']","['low', 'high', 'low', 'high']",205,"['Y_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'G_C', 'Y_F', 'G_F']",1,feet,color,C,Y,G,F,Yes,Curly/Pointy,6.0,Yes, Red,7.0
164,"['Because she had 4 babys', 'Because she had 10 babys', 'Because of 10 offspring survive 9', 'Because of 10 offsprings survive 9', 'Because of 10 offsprings survived 6', 'Because of 10 offsprings survived all', 'Because of 10 offspring survived 4', 'Because of 10 offspring survived 5', 'Because of 10 offspring survived 1 and is a low fertility\xa0', 'Because of 10 offspring survived 8', 'Because of 10 offspring survived 7', 'Because of 10 offspring survived 8', 'Because of 10 offspring survived 8', 'Because of 10 offspring survived 4', 'Because of 10 offspring survived 3', 'Because of 10 offspring survived 8']","['Everything was fine,thanks']","[4.0, 10.0, 9.0, 9.0, 6.0, 10.0, 4.0, 5.0, 1.0, 8.0, 7.0, 8.0, 8.0, 4.0, 3.0, 8.0]",644.069,"['G_C', 'Y_C', 'Y_F', 'G_F']","[5.0, 8.0, 4.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y']","['low', 'high', 'high', 'low']",164,"['G_F', 'Y_C', 'G_C', 'Y_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F']",1,color,feet,C,G,Y,F,No,,,Yes, Red,4.0
